Prov_Name,Topic,Characteristic,Total
Canada,School Attendance,Total population 15 years and over attending school full time,2777225
Canada,School Attendance,   Age group 15-19 attending full time,1501070
Canada,School Attendance,   Age group 20-24 attending full time,774930
Canada,School Attendance,Total population 15 years and over attending school part time,1119650
Canada,School Attendance,   Age group 15-19 attending part time,73130
Canada,School Attendance,   Age group 20-24 attending part time,166600
Canada,Highest Level of Schooling,Total population aged 20-34,5916935
Canada,Highest Level of Schooling,   % of the population aged 20-34 with less than a high school graduation certificate,15.6
Canada,Highest Level of Schooling,   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary,30.9
Canada,Highest Level of Schooling,   % of the population aged 20-34 with a trades certificate or diploma,10.8
Canada,Highest Level of Schooling,   % of the population aged 20-34 with a college certificate or diploma,19.9
Canada,Highest Level of Schooling,"   % of the population aged 20-34 with a university certificate, diploma or degree",22.9
Canada,Highest Level of Schooling,Total population aged 35-44,5074090
Canada,Highest Level of Schooling,   % of the population aged 35-44 with less than a high school graduation certificate,19.6
Canada,Highest Level of Schooling,   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary,25.1
Canada,Highest Level of Schooling,   % of the population aged 35-44 with a trades certificate or diploma,13.7
Canada,Highest Level of Schooling,   % of the population aged 35-44 with a college certificate or diploma,19.7
Canada,Highest Level of Schooling,"   % of the population aged 35-44 with a university certificate, diploma or degree",21.9
Canada,Highest Level of Schooling,Total population aged 45-64,7241135
Canada,Highest Level of Schooling,   % of the population aged 45-64 with less than a high school graduation certificate,29
Canada,Highest Level of Schooling,   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary,22.9
Canada,Highest Level of Schooling,   % of the population aged 45-64 with a trades certificate or diploma,12.8
Canada,Highest Level of Schooling,   % of the population aged 45-64 with a college certificate or diploma,15
Canada,Highest Level of Schooling,"   % of the population aged 45-64 with a university certificate, diploma or degree",20.3
Canada,Earnings in 2000, All persons with earnings (counts),16415785
Canada,Earnings in 2000, Average earnings (all persons with earnings ($)),31757
Canada,Earnings in 2000," Worked full year, full time (counts)",8685225
Canada,Earnings in 2000," Average earnings (worked full year, full time ($))",43298
Canada,Income in 2000,Persons 15 years of age and over with income,22723050
Canada,Income in 2000,Median total income of persons 15 years of age and over ($),22120
Canada,Income in 2000,Composition of total income (100%),100
Canada,Income in 2000,   Earnings - % of income,77.1
Canada,Income in 2000,   Government transfers - % of income,11.6
Canada,Income in 2000,   Other money - % of income,11.3
Canada,Language Used Most Often at Work,Total - Population 15 years and over who worked since 2000,16961080
Canada,Language Used Most Often at Work,   English,12933340
Canada,Language Used Most Often at Work,   French,3415095
Canada,Language Used Most Often at Work,   Non-official language,239340
Canada,Language Used Most Often at Work,   English and French,271655
Canada,Language Used Most Often at Work,   English and non-official language,83410
Canada,Language Used Most Often at Work,   French and non-official language,5990
Canada,Language Used Most Often at Work,"   English, French and non-official language",12240
Canada,Place of Work Status,Employed labour force 15 years and over,14695130
Canada,Place of Work Status,   Worked at home,1175760
Canada,Place of Work Status,   Worked outside Canada,68520
Canada,Place of Work Status,   No fixed workplace address,1273445
Canada,Place of Work Status,   Worked at usual place,12177405
Canada,Mode of Transportation to Work,Total -All modes,13450855
Canada,Mode of Transportation to Work,"   Car, truck, van, as driver",9929470
Canada,Mode of Transportation to Work,"   Car, truck, van, as passenger",923975
Canada,Mode of Transportation to Work,   Public transit,1406585
Canada,Mode of Transportation to Work,   Walked or bicycled,1043995
Canada,Mode of Transportation to Work,   Other method,146835
Canada,Unpaid Work, Persons reporting hours of unpaid work,21739780
Canada,Unpaid Work, Persons reporting hours of unpaid housework,21426245
Canada,Unpaid Work," Persons reporting hours looking after children, without pay",9102300
Canada,Unpaid Work, Persons reporting hours of unpaid care or assistance to seniors,4345755
Canada,Labour Force Indicators, Participation rate,66.4
Canada,Labour Force Indicators, Employment rate,61.5
Canada,Labour Force Indicators, Unemployment rate,7.4
Canada,Industry,Total - Experienced labour force,15576565
Canada,Industry,   Agriculture and other resource-based industries,856425
Canada,Industry,   Manufacturing and construction industries,3053530
Canada,Industry,   Wholesale and retail trade,2441420
Canada,Industry,   Finance and real estate,894985
Canada,Industry,   Health and education,2532385
Canada,Industry,   Business services,2795040
Canada,Industry,   Other services,3002780
Canada,Occupation,Total - Experienced labour force,15576565
Canada,Occupation,   Management occupations,1620905
Canada,Occupation,"   Business, finance and administration occupations",2768375
Canada,Occupation,   Natural and applied sciences and related occupations,1003815
Canada,Occupation,   Health occupations,812200
Canada,Occupation,"   Social science, education, government service and religion",1205185
Canada,Occupation,"   Art, culture, recreation and sport",435680
Canada,Occupation,   Sales and service occupations,3677380
Canada,Occupation,"   Trades, transport and equipment operators and related occupations",2294620
Canada,Occupation,   Occupations unique to primary industry,667550
Canada,Occupation,"   Occupations unique to processing, manufacturing and utilities",1090860
Canada,Selected Family Characteristics,Total number of families,8371020
Canada,Selected Family Characteristics,   Number of married-couple families,5901425
Canada,Selected Family Characteristics,   Average number of persons in married-couple families,3.1
Canada,Selected Family Characteristics,   Number of common-law couple families,1158410
Canada,Selected Family Characteristics,   Average number of persons in common-law-couple families,2.8
Canada,Selected Family Characteristics,   Number of lone-parent families,1311190
Canada,Selected Family Characteristics,   Average number of persons in lone-parent families,2.5
Canada,Selected Family Characteristics,   Number of female lone-parent families,1065365
Canada,Selected Family Characteristics,   Average number of persons in female lone-parent families,2.5
Canada,Selected Family Characteristics,   Number of male lone-parent families,245825
Canada,Selected Family Characteristics,   Average number of persons in male lone-parent families,2.4
Canada,Selected Family Characteristics,"Median family income, 2000 ($) - All census families",55016
Canada,Selected Family Characteristics,"   Median family income, 2000 ($) - Couple families",60345
Canada,Selected Family Characteristics,"   Median family income, 2000 ($) - Lone-parent families",30791
Canada,Selected Household Characteristics,Total - All private households,11562975
Canada,Selected Household Characteristics,   Households containing a couple (married or common-law) with children,3530180
Canada,Selected Household Characteristics,   Households containing a couple (married or common-law) without children,3237620
Canada,Selected Household Characteristics,   One-person households,2976875
Canada,Selected Household Characteristics,   Other household types,1818300
Canada,Selected Household Characteristics,"Median household income, 2000 ($) - All households",46752
Canada,Selected Household Characteristics,"   Median household income, 2000 ($) - One-person households",21931
Canada,Selected Household Characteristics,"   Median household income, 2000 ($) - Two-or-more-persons households",57250
Canada,Selected Household Characteristics,Number of rented dwellings,3886880
Canada,Selected Household Characteristics,   Average gross monthly payments for rented dwellings ($),648
Canada,Selected Household Characteristics,Number of owner-occupied dwellings,7417525
Canada,Selected Household Characteristics,   Average monthly payments for owner-occupied dwellings ($),835
Canada,Selected Occupied Private Dwelling Characteristics,Total number of dwellings,11562975
Canada,Selected Occupied Private Dwelling Characteristics,   Number of owned dwellings,7610390
Canada,Selected Occupied Private Dwelling Characteristics,   Number of rented dwellings,3907170
Canada,Selected Occupied Private Dwelling Characteristics,   Number of dwellings constructed before 1991,9855855
Canada,Selected Occupied Private Dwelling Characteristics,   Number of dwellings constructed between 1991 and 2001,1707120
Canada,Selected Occupied Private Dwelling Characteristics,   Average value of dwelling ($),162709
Canada,Health Status,"Self-rated health, 2005",60.1
Canada,Health Status,   Low 95% confidence interval,59.7
Canada,Health Status,   High 95% confidence interval,60.5
Canada,Health Status,"Adult obesity, 2005",15.5
Canada,Health Status,   Low 95% confidence interval,15.1
Canada,Health Status,   High 95% confidence interval,15.8
Canada,Health Status,"Self-rated mental health, 2005",72.9
Canada,Health Status,   Low 95% confidence interval,72.6
Canada,Health Status,   High 95% confidence interval,73.3
Canada,Determinants of health,"Current smoker, 2005",21.7
Canada,Determinants of health,   Low 95% confidence interval,21.3
Canada,Determinants of health,   High 95% confidence interval,22
Canada,Determinants of health,"Physical activity, 2005",51
Canada,Determinants of health,   Low 95% confidence interval,50.5
Canada,Determinants of health,   High 95% confidence interval,51.4
Canada,Determinants of health,"Life stress, 2005",23.2
Canada,Determinants of health,   Low 95% confidence interval,22.8
Canada,Determinants of health,   High 95% confidence interval,23.6
Canada,Determinants of health,"Sense of community belonging, 2005",62.3
Canada,Determinants of health,   Low 95% confidence interval,61.9
Canada,Determinants of health,   High 95% confidence interval,62.7
Canada,Health system,"Mammography, 2005",
Canada,Health system,   Low 95% confidence interval,
Canada,Health system,   High 95% confidence interval,
Canada,Health system,"Influenza immunization, 2005",32.7
Canada,Health system,   Low 95% confidence interval,32.4
Canada,Health system,   High 95% confidence interval,33.1
Canada,Health system,"Has a regular medical doctor, 2005",85.6
Canada,Health system,   Low 95% confidence interval,85.4
Canada,Health system,   High 95% confidence interval,85.9
Newfoundland and Labrador,Population and Dwelling Counts,Population in 2001,512930
Newfoundland and Labrador,Population and Dwelling Counts, Population in 1996,551792
Newfoundland and Labrador,Population and Dwelling Counts, 1996 to 2001 population change (%),-7
Newfoundland and Labrador,Population and Dwelling Counts, Total private dwellings,227570
Newfoundland and Labrador,Population and Dwelling Counts, Population density per square kilometre,1.4
Newfoundland and Labrador,Population and Dwelling Counts, Land area (square km),370501.69
Newfoundland and Labrador,Age Characteristics of the Population,Total - All persons,512930
Newfoundland and Labrador,Age Characteristics of the Population,   Age 0-4,24820
Newfoundland and Labrador,Age Characteristics of the Population,   Age 5-14,63950
Newfoundland and Labrador,Age Characteristics of the Population,   Age 15-19,39455
Newfoundland and Labrador,Age Characteristics of the Population,   Age 20-24,33870
Newfoundland and Labrador,Age Characteristics of the Population,   Age 25-44,151770
Newfoundland and Labrador,Age Characteristics of the Population,   Age 45-54,82975
Newfoundland and Labrador,Age Characteristics of the Population,   Age 55-64,53035
Newfoundland and Labrador,Age Characteristics of the Population,   Age 65-74,35430
Newfoundland and Labrador,Age Characteristics of the Population,   Age 75-84,21310
Newfoundland and Labrador,Age Characteristics of the Population,   Age 85 and over,6315
Newfoundland and Labrador,Age Characteristics of the Population, Median age of the population,38.4
Newfoundland and Labrador,Age Characteristics of the Population, % of the population ages 15 and over,82.7
Newfoundland and Labrador,Common-law Status,Total - Population 15 years and over,424165
Newfoundland and Labrador,Common-law Status,   Not in a common-law relationship,395385
Newfoundland and Labrador,Common-law Status,   In a common-law relationship,28780
Newfoundland and Labrador,Legal Marital Status,Total - Population 15 years and over,424165
Newfoundland and Labrador,Legal Marital Status,   Single,131655
Newfoundland and Labrador,Legal Marital Status,   Married,235015
Newfoundland and Labrador,Legal Marital Status,   Separated,8485
Newfoundland and Labrador,Legal Marital Status,   Divorced,20305
Newfoundland and Labrador,Legal Marital Status,   Widowed,28700
Newfoundland and Labrador,Language(s) First Learned and Still Understood,Total - All persons,508080
Newfoundland and Labrador,Language(s) First Learned and Still Understood,   English only,499750
Newfoundland and Labrador,Language(s) First Learned and Still Understood,   French only,2180
Newfoundland and Labrador,Language(s) First Learned and Still Understood,   Both English and French,335
Newfoundland and Labrador,Language(s) First Learned and Still Understood,   Other languages,5815
Newfoundland and Labrador,Mobility Status - Place of Residence 1 Year Ago,Total population 1 year and over,503465
Newfoundland and Labrador,Mobility Status - Place of Residence 1 Year Ago,   Lived at the same address 1 year ago,451655
Newfoundland and Labrador,Mobility Status - Place of Residence 1 Year Ago,"   Lived within the same province/territory 1 year ago, but changed address",42400
Newfoundland and Labrador,Mobility Status - Place of Residence 1 Year Ago,   Lived in a different province/territory or country 1 year ago,9405
Newfoundland and Labrador,Mobility Status - Place of Residence 5 Years Ago,Total population 5 years and over,483245
Newfoundland and Labrador,Mobility Status - Place of Residence 5 Years Ago,   Lived at the same address 5 years ago,352625
Newfoundland and Labrador,Mobility Status - Place of Residence 5 Years Ago,"   Lived within the same province/territory 5 years ago, but changed address",112170
Newfoundland and Labrador,Mobility Status - Place of Residence 5 Years Ago,   Lived in a different province/territory or country 5 years ago,18450
Newfoundland and Labrador,Immigration Characteristics,Total - All persons,508075
Newfoundland and Labrador,Immigration Characteristics,   Canadian-born population,499090
Newfoundland and Labrador,Immigration Characteristics,   Foreign-born population,8025
Newfoundland and Labrador,Immigration Characteristics,      Immigrated before 1991,6015
Newfoundland and Labrador,Immigration Characteristics,      Immigrated between 1991 and 2001,2015
Newfoundland and Labrador,Immigration Characteristics,   Non-permanent residents,955
Newfoundland and Labrador,Aboriginal Population,Total - All persons,508075
Newfoundland and Labrador,Aboriginal Population,   Aboriginal identity population,18775
Newfoundland and Labrador,Aboriginal Population,   Non-Aboriginal population,489300
Newfoundland and Labrador,Visible Minority Status,Total population by visible minority groups,508075
Newfoundland and Labrador,Visible Minority Status,   Visible minority population,3850
Newfoundland and Labrador,Visible Minority Status,      Chinese,920
Newfoundland and Labrador,Visible Minority Status,      South Asian,1010
Newfoundland and Labrador,Visible Minority Status,      Black,840
Newfoundland and Labrador,Visible Minority Status,      Filipino,265
Newfoundland and Labrador,Visible Minority Status,      Latin American,80
Newfoundland and Labrador,Visible Minority Status,      Southeast Asian,115
Newfoundland and Labrador,Visible Minority Status,      Arab,270
Newfoundland and Labrador,Visible Minority Status,      West Asian,80
Newfoundland and Labrador,Visible Minority Status,      Korean,110
Newfoundland and Labrador,Visible Minority Status,      Japanese,75
Newfoundland and Labrador,Visible Minority Status,"      Visible minority, n.i.e",50
Newfoundland and Labrador,Visible Minority Status,      Multiple visible minorities,40
Newfoundland and Labrador,Visible Minority Status,   All others,504225
Newfoundland and Labrador,Religion,Total - Religion,508075
Newfoundland and Labrador,Religion,   Catholic,187445
Newfoundland and Labrador,Religion,   Protestant,303195
Newfoundland and Labrador,Religion,   Christian Orthodox,365
Newfoundland and Labrador,Religion,"   Christian, n.i.e.",2480
Newfoundland and Labrador,Religion,   Muslim,625
Newfoundland and Labrador,Religion,   Jewish,140
Newfoundland and Labrador,Religion,   Buddhist,180
Newfoundland and Labrador,Religion,   Hindu,400
Newfoundland and Labrador,Religion,   Sikh,130
Newfoundland and Labrador,Religion,   Eastern religions,115
Newfoundland and Labrador,Religion,   Other religions,135
Newfoundland and Labrador,Religion,   No religious affiliation,12865
Newfoundland and Labrador,School Attendance,Total population 15 years and over attending school full time,52830
Newfoundland and Labrador,School Attendance,   Age group 15-19 attending full time,29475
Newfoundland and Labrador,School Attendance,   Age group 20-24 attending full time,14825
Newfoundland and Labrador,School Attendance,Total population 15 years and over attending school part time,10405
Newfoundland and Labrador,School Attendance,   Age group 15-19 attending part time,805
Newfoundland and Labrador,School Attendance,   Age group 20-24 attending part time,1430
Newfoundland and Labrador,Highest Level of Schooling,Total population aged 20-34,100280
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 20-34 with less than a high school graduation certificate,20.7
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary,27.4
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 20-34 with a trades certificate or diploma,19.2
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 20-34 with a college certificate or diploma,16.4
Newfoundland and Labrador,Highest Level of Schooling,"   % of the population aged 20-34 with a university certificate, diploma or degree",16.3
Newfoundland and Labrador,Highest Level of Schooling,Total population aged 35-44,85045
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 35-44 with less than a high school graduation certificate,29.9
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary,16.5
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 35-44 with a trades certificate or diploma,25.3
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 35-44 with a college certificate or diploma,15.7
Newfoundland and Labrador,Highest Level of Schooling,"   % of the population aged 35-44 with a university certificate, diploma or degree",12.6
Newfoundland and Labrador,Highest Level of Schooling,Total population aged 45-64,135275
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 45-64 with less than a high school graduation certificate,44.6
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary,14.1
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 45-64 with a trades certificate or diploma,18.8
Newfoundland and Labrador,Highest Level of Schooling,   % of the population aged 45-64 with a college certificate or diploma,9.9
Newfoundland and Labrador,Highest Level of Schooling,"   % of the population aged 45-64 with a university certificate, diploma or degree",12.6
Newfoundland and Labrador,Earnings in 2000, All persons with earnings (counts),251545
Newfoundland and Labrador,Earnings in 2000, Average earnings (all persons with earnings ($)),24165
Newfoundland and Labrador,Earnings in 2000," Worked full year, full time (counts)",104925
Newfoundland and Labrador,Earnings in 2000," Average earnings (worked full year, full time ($))",37910
Newfoundland and Labrador,Income in 2000,Persons 15 years of age and over with income,387735
Newfoundland and Labrador,Income in 2000,Median total income of persons 15 years of age and over ($),16050
Newfoundland and Labrador,Income in 2000,Composition of total income (100%),100
Newfoundland and Labrador,Income in 2000,   Earnings - % of income,69.3
Newfoundland and Labrador,Income in 2000,   Government transfers - % of income,21.2
Newfoundland and Labrador,Income in 2000,   Other money - % of income,9.5
Newfoundland and Labrador,Language Used Most Often at Work,Total - Population 15 years and over who worked since 2000,263280
Newfoundland and Labrador,Language Used Most Often at Work,   English,261530
Newfoundland and Labrador,Language Used Most Often at Work,   French,705
Newfoundland and Labrador,Language Used Most Often at Work,   Non-official language,450
Newfoundland and Labrador,Language Used Most Often at Work,   English and French,220
Newfoundland and Labrador,Language Used Most Often at Work,   English and non-official language,365
Newfoundland and Labrador,Language Used Most Often at Work,   French and non-official language,0
Newfoundland and Labrador,Language Used Most Often at Work,"   English, French and non-official language",0
Newfoundland and Labrador,Place of Work Status,Employed labour force 15 years and over,188815
Newfoundland and Labrador,Place of Work Status,   Worked at home,11570
Newfoundland and Labrador,Place of Work Status,   Worked outside Canada,590
Newfoundland and Labrador,Place of Work Status,   No fixed workplace address,15865
Newfoundland and Labrador,Place of Work Status,   Worked at usual place,160790
Newfoundland and Labrador,Mode of Transportation to Work,Total -All modes,176655
Newfoundland and Labrador,Mode of Transportation to Work,"   Car, truck, van, as driver",134940
Newfoundland and Labrador,Mode of Transportation to Work,"   Car, truck, van, as passenger",18615
Newfoundland and Labrador,Mode of Transportation to Work,   Public transit,3080
Newfoundland and Labrador,Mode of Transportation to Work,   Walked or bicycled,14855
Newfoundland and Labrador,Mode of Transportation to Work,   Other method,5165
Newfoundland and Labrador,Unpaid Work, Persons reporting hours of unpaid work,370100
Newfoundland and Labrador,Unpaid Work, Persons reporting hours of unpaid housework,364420
Newfoundland and Labrador,Unpaid Work," Persons reporting hours looking after children, without pay",156910
Newfoundland and Labrador,Unpaid Work, Persons reporting hours of unpaid care or assistance to seniors,77235
Newfoundland and Labrador,Labour Force Indicators, Participation rate,57.6
Newfoundland and Labrador,Labour Force Indicators, Employment rate,45.1
Newfoundland and Labrador,Labour Force Indicators, Unemployment rate,21.8
Newfoundland and Labrador,Industry,Total - Experienced labour force,232260
Newfoundland and Labrador,Industry,   Agriculture and other resource-based industries,22640
Newfoundland and Labrador,Industry,   Manufacturing and construction industries,39020
Newfoundland and Labrador,Industry,   Wholesale and retail trade,36555
Newfoundland and Labrador,Industry,   Finance and real estate,7085
Newfoundland and Labrador,Industry,   Health and education,45320
Newfoundland and Labrador,Industry,   Business services,30590
Newfoundland and Labrador,Industry,   Other services,51055
Newfoundland and Labrador,Occupation,Total - Experienced labour force,232260
Newfoundland and Labrador,Occupation,   Management occupations,19020
Newfoundland and Labrador,Occupation,"   Business, finance and administration occupations",32565
Newfoundland and Labrador,Occupation,   Natural and applied sciences and related occupations,11950
Newfoundland and Labrador,Occupation,   Health occupations,13680
Newfoundland and Labrador,Occupation,"   Social science, education, government service and religion",17920
Newfoundland and Labrador,Occupation,"   Art, culture, recreation and sport",4605
Newfoundland and Labrador,Occupation,   Sales and service occupations,59360
Newfoundland and Labrador,Occupation,"   Trades, transport and equipment operators and related occupations",39955
Newfoundland and Labrador,Occupation,   Occupations unique to primary industry,18105
Newfoundland and Labrador,Occupation,"   Occupations unique to processing, manufacturing and utilities",15100
Newfoundland and Labrador,Selected Family Characteristics,Total number of families,154380
Newfoundland and Labrador,Selected Family Characteristics,   Number of married-couple families,116435
Newfoundland and Labrador,Selected Family Characteristics,   Average number of persons in married-couple families,3.1
Newfoundland and Labrador,Selected Family Characteristics,   Number of common-law couple families,14895
Newfoundland and Labrador,Selected Family Characteristics,   Average number of persons in common-law-couple families,2.8
Newfoundland and Labrador,Selected Family Characteristics,   Number of lone-parent families,23050
Newfoundland and Labrador,Selected Family Characteristics,   Average number of persons in lone-parent families,2.4
Newfoundland and Labrador,Selected Family Characteristics,   Number of female lone-parent families,18935
Newfoundland and Labrador,Selected Family Characteristics,   Average number of persons in female lone-parent families,2.5
Newfoundland and Labrador,Selected Family Characteristics,   Number of male lone-parent families,4115
Newfoundland and Labrador,Selected Family Characteristics,   Average number of persons in male lone-parent families,2.4
Newfoundland and Labrador,Selected Family Characteristics,"Median family income, 2000 ($) - All census families",41214
Newfoundland and Labrador,Selected Family Characteristics,"   Median family income, 2000 ($) - Couple families",45253
Newfoundland and Labrador,Selected Family Characteristics,"   Median family income, 2000 ($) - Lone-parent families",19908
Newfoundland and Labrador,Selected Household Characteristics,Total - All private households,189040
Newfoundland and Labrador,Selected Household Characteristics,   Households containing a couple (married or common-law) with children,68065
Newfoundland and Labrador,Selected Household Characteristics,   Households containing a couple (married or common-law) without children,58405
Newfoundland and Labrador,Selected Household Characteristics,   One-person households,34060
Newfoundland and Labrador,Selected Household Characteristics,   Other household types,28510
Newfoundland and Labrador,Selected Household Characteristics,"Median household income, 2000 ($) - All households",37614
Newfoundland and Labrador,Selected Household Characteristics,"   Median household income, 2000 ($) - One-person households",15227
Newfoundland and Labrador,Selected Household Characteristics,"   Median household income, 2000 ($) - Two-or-more-persons households",43213
Newfoundland and Labrador,Selected Household Characteristics,Number of rented dwellings,41155
Newfoundland and Labrador,Selected Household Characteristics,   Average gross monthly payments for rented dwellings ($),513
Newfoundland and Labrador,Selected Household Characteristics,Number of owner-occupied dwellings,147370
Newfoundland and Labrador,Selected Household Characteristics,   Average monthly payments for owner-occupied dwellings ($),534
Newfoundland and Labrador,Selected Occupied Private Dwelling Characteristics,Total number of dwellings,189040
Newfoundland and Labrador,Selected Occupied Private Dwelling Characteristics,   Number of owned dwellings,147750
Newfoundland and Labrador,Selected Occupied Private Dwelling Characteristics,   Number of rented dwellings,41170
Newfoundland and Labrador,Selected Occupied Private Dwelling Characteristics,   Number of dwellings constructed before 1991,162200
Newfoundland and Labrador,Selected Occupied Private Dwelling Characteristics,   Number of dwellings constructed between 1991 and 2001,26840
Newfoundland and Labrador,Selected Occupied Private Dwelling Characteristics,   Average value of dwelling ($),76283
Newfoundland and Labrador,Health Status,"Self-rated health, 2005",64.2
Newfoundland and Labrador,Health Status,   Low 95% confidence interval,62.2
Newfoundland and Labrador,Health Status,   High 95% confidence interval,66.3
Newfoundland and Labrador,Health Status,"Adult obesity, 2005",23.8
Newfoundland and Labrador,Health Status,   Low 95% confidence interval,21.9
Newfoundland and Labrador,Health Status,   High 95% confidence interval,25.7
Newfoundland and Labrador,Health Status,"Self-rated mental health, 2005",75
Newfoundland and Labrador,Health Status,   Low 95% confidence interval,73.2
Newfoundland and Labrador,Health Status,   High 95% confidence interval,76.9
Newfoundland and Labrador,Determinants of health,"Current smoker, 2005",23.1
Newfoundland and Labrador,Determinants of health,   Low 95% confidence interval,21.3
Newfoundland and Labrador,Determinants of health,   High 95% confidence interval,24.9
Newfoundland and Labrador,Determinants of health,"Physical activity, 2005",44.6
Newfoundland and Labrador,Determinants of health,   Low 95% confidence interval,42.5
Newfoundland and Labrador,Determinants of health,   High 95% confidence interval,46.6
Newfoundland and Labrador,Determinants of health,"Life stress, 2005",15.2
